Name,Platform,YearOfRelease,Genre,Publisher,Developer,NorthAmericaSales,EuropeSales,JapanSales,OtherSales,GlobalSales,CriticScore,UserScore,UserCount
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,Heavy Iron Studios,0.12,0.1,0,0.04,0.26,40,6.4,31
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,Heavy Iron Studios,0.14,0.09,0,0.02,0.25,39,5,51
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,Lionhead Studios,0.18,0.08,0,0.02,0.28,61,4.8,80
F1 Race Stars,PS3,2012,Racing,Codemasters,Codemasters,0.06,0.19,0,0.06,0.32,61,5.6,34
F1 Race Stars,X360,2012,Racing,Codemasters,Codemasters,0.07,0.17,0,0.02,0.27,64,5.7,22
F1 Race Stars,PC,2012,Racing,Codemasters,Codemasters,0,0.02,0,0,0.02,62,5.4,46
F1 2012,PS3,2012,Racing,Codemasters,Codemasters,0.12,0.63,0.05,0.23,1.03,81,7.5,54
F1 2012,X360,2012,Racing,Codemasters,Codemasters,0.1,0.34,0,0.05,0.49,84,6.9,56
F1 2012,PC,2012,Racing,Codemasters,Codemasters,0.01,0.11,0,0.02,0.15,80,6.9,115
Euro Truck Simulator 2,PC,2012,Action,SCS Software,SCS Software,0,0.12,0,0.02,0.13,79,8.7,992
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,Ubisoft,0.2,0.12,0,0.03,0.36,31,2.7,18
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,Blitz Games Studios,0.32,0.15,0,0.04,0.51,59,5.5,22
Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,Blitz Games Studios,0.21,0.18,0,0.08,0.47,59,4.3,24
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,Junction Point,0.13,0.07,0.01,0.02,0.23,57,5.6,46
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,Sandlot,0,0,0.06,0,0.06,68,7.9,31
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,Omega Force,0,0,0.14,0,0.14,63,8,22
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,Ubisoft,0.07,0.09,0,0.03,0.2,49,6.4,61
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,Capcom,0.41,0.44,0.72,0.17,1.74,78,8.3,444
Dragon's Dogma,X360,2012,Role-Playing,Capcom,Capcom,0.42,0.23,0.07,0.06,0.79,75,7.8,320
Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,Spike,0.01,0,0,0,0.01,49,2.1,39
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,id Software,0.26,0.21,0,0.1,0.57,67,6.4,107
Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,id Software,0.28,0.15,0,0.04,0.47,67,6.5,132
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,id Software,0,0.02,0,0,0.03,59,5.3,210
Dokuro,PSV,2012,Action,GungHo,Game Arts,0,0,0.01,0,0.01,76,8,18
Dishonored,X360,2012,Action,Bethesda Softworks,Arkane Studios,1.06,0.5,0.01,0.14,1.71,88,7.9,815
Dishonored,PS3,2012,Action,Bethesda Softworks,Arkane Studios,0.72,0.52,0.04,0.25,1.53,89,7.9,781
DiRT Showdown,X360,2012,Racing,Codemasters,Codemasters,0.08,0.13,0,0.02,0.23,75,6.4,53
DiRT Showdown,PS3,2012,Racing,Codemasters,Codemasters,0.02,0.12,0,0.03,0.18,75,6.3,43
Diablo III,PC,2012,Role-Playing,Activision,Blizzard Entertainment,2.44,2.16,0,0.54,5.14,88,4,9629
Devil May Cry HD Collection,PS3,2012,Action,Capcom,"Capcom, Pipeworks Software, Inc.",0.42,0.19,0.11,0.09,0.82,74,8.8,158
Devil May Cry HD Collection,X360,2012,Action,Capcom,"Capcom, Pipeworks Software, Inc.",0.28,0.11,0.01,0.03,0.43,77,8.4,93
Deponia,PC,2012,Adventure,Daedalic,Daedalic Entertainment,0,0.13,0,0.02,0.15,74,8.2,307
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,Raylight Studios,0.03,0,0,0,0.03,6,2,16
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,"Pipeworks Software, Inc.",0.04,0,0,0,0.04,37,6.3,4
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,"Pipeworks Software, Inc.",0.04,0,0,0,0.04,3,2,36
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,Team Ninja,0.23,0.14,0.2,0.07,0.64,74,7.7,109
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,Team Ninja,0.19,0.08,0.03,0.03,0.32,76,7.9,95
Darksiders II,PS3,2012,Action,THQ,Vigil Games,0.35,0.35,0.01,0.14,0.84,84,7.1,422
Darksiders II,X360,2012,Action,THQ,Vigil Games,0.45,0.27,0,0.07,0.79,83,8,456
Darksiders II,PC,2012,Action,Nordic Games,Vigil Games,0.03,0.1,0,0.02,0.15,81,7.8,653
Darksiders II,WiiU,2012,Action,THQ,Vigil Games,0.07,0.07,0,0.01,0.15,85,8.2,153
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,Harmonix Music Systems,0.57,0.18,0,0.06,0.81,86,8,45
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,Mad Catz,0.07,0,0,0.01,0.07,49,5.5,6
Crush3D,3DS,2012,Platform,Sega,Zoe Mode,0.07,0.04,0,0.01,0.12,71,7.4,16
Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,High Voltage Software,0.16,0,0,0.01,0.17,8,5.2,5
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,Studio Saizensen,0.16,0,0.03,0.01,0.2,67,7.6,73
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,Wizarbox,0,0.02,0,0,0.03,54,6.2,11
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,Wizarbox,0,0.02,0,0,0.02,8,1,6
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,Wizarbox,0,0.02,0,0,0.02,3,1,20
Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,Wizarbox,0,0.01,0,0,0.01,4,2,46
Capcom Digital Collection,X360,2012,Action,Capcom,Capcom,0.02,0.01,0,0,0.02,65,5.3,4
Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,Treyarch,4.99,5.73,0.65,2.42,13.79,83,5.3,922
Call of Duty: Black Ops II,X360,2012,Shooter,Activision,Treyarch,8.25,4.24,0.07,1.12,13.67,83,4.8,2256
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,Treyarch,0.64,0.69,0,0.19,1.53,74,4.2,1635
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,Treyarch,0.2,0.18,0,0.03,0.41,81,6.9,228
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,Nihilistic,0.71,0.43,0.07,0.26,1.47,33,4.8,479
Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,Behaviour Interactive,0,0.01,0,0,0.02,3,2,9
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,Nintendo,0.09,0,0,0.01,0.09,71,7.9,17
Botanicula,PC,2012,Adventure,Daedalic Entertainment,Amanita Design,0,0.02,0,0,0.03,82,8.3,341
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,Gearbox Software,1.89,0.88,0.04,0.25,3.05,89,8.2,892
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,Gearbox Software,1.05,0.72,0.1,0.35,2.23,91,8.2,858
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,Gearbox Software,0.42,0.41,0,0.1,0.93,89,8.2,2482
Blades of Time,X360,2012,Action,Konami Digital Entertainment,Gaijin Entertainment,0.07,0.02,0,0.01,0.1,52,6.5,30
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,Gaijin Entertainment,0.04,0.03,0.01,0.01,0.1,53,7.2,22
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,0.1,0.08,0.02,0.03,0.23,73,8.4,18
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,0.11,0.03,0,0.01,0.15,77,8.9,18
Binary Domain,PS3,2012,Action,Sega,Sega,0.09,0.07,0.14,0.03,0.33,72,8.2,179
Binary Domain,X360,2012,Action,Sega,Sega,0.09,0.06,0.02,0.02,0.19,74,8,185
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,Monkey Bar Games,0.02,0.01,0,0.01,0.04,2,3.8,8
Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,UFO Interactive,0.01,0,0,0,0.01,6,1,45
Azada,3DS,2012,Puzzle,Licensed 4U,Engine Software,0,0.02,0,0,0.02,13,1,9
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,Gust,0.06,0.04,0.14,0.02,0.26,70,6.6,120
Asura's Wrath,PS3,2012,Action,Capcom,CyberConnect2,0.18,0.12,0.06,0.05,0.4,71,7.4,169
Asura's Wrath,X360,2012,Action,Capcom,CyberConnect2,0.15,0.06,0.01,0.02,0.24,71,6.5,131
Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,Ubisoft,0.53,0.48,0.06,0.24,1.32,70,7.2,318
Assassin's Creed III,PS3,2012,Action,Ubisoft,Ubisoft,2.64,2.52,0.16,1.12,6.45,85,6.9,1307
Assassin's Creed III,X360,2012,Action,Ubisoft,Ubisoft,3.13,1.69,0.03,0.44,5.29,84,6.7,1196
Assassin's Creed III,PC,2012,Action,Ubisoft,Ubisoft,0.28,0.53,0,0.12,0.93,80,6.2,1489
Assassin's Creed III,WiiU,2012,Action,Ubisoft,Ubisoft Quebec,0.19,0.13,0,0.03,0.35,85,7.1,216
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,"Nintendo, Headstrong Games",0.2,0.04,0.21,0.02,0.46,81,7.6,22
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,From Software,0.09,0.04,0.24,0.02,0.39,65,7.3,47
Armored Core V,X360,2012,Simulation,Namco Bandai Games,From Software,0.13,0.03,0.04,0.01,0.21,68,7.2,37
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,Examu,0.05,0,0.05,0.01,0.11,75,7.8,20
Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,Nintendo,2.03,2.36,4.39,0.39,9.16,88,8.7,626
Angry Birds Trilogy,3DS,2012,Action,Activision,Exient Entertainment,0.38,0.2,0,0.05,0.63,62,4.6,20
Angry Birds Trilogy,X360,2012,Action,Activision,"Rovio Mobile, Rovio Entertainment",0.18,0.05,0,0.02,0.26,63,3.5,27
Angry Birds Trilogy,PS3,2012,Action,Activision,"Rovio Mobile, Rovio Entertainment",0.12,0.02,0,0.03,0.16,66,3.7,20
Anarchy Reigns,PS3,2012,Action,Sega,PlatinumGames,0.1,0.03,0.06,0.02,0.2,71,8.2,106
Anarchy Reigns,X360,2012,Action,Sega,PlatinumGames,0.12,0.02,0.02,0.01,0.17,73,7.9,105
Alan Wake,PC,2012,Action,Nordic Games,Remedy Entertainment,0,0.06,0,0.01,0.06,83,8,1473
[Prototype 2],X360,2012,Action,Activision,Radical Entertainment,0.48,0.24,0,0.07,0.79,74,7,173
[Prototype 2],PS3,2012,Action,Activision,Radical Entertainment,0.36,0.28,0,0.1,0.74,79,6.8,179
[Prototype 2],PC,2012,Action,Activision,Radical Entertainment,0.07,0.03,0,0.01,0.11,76,6.4,389
 Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.2,0.12,0.45,0.07,0.84,71,7.9,216
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,Zoe Mode,0.17,0.05,0,0.02,0.24,73,6.2,40
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,Zoe Mode,0.11,0.1,0,0.02,0.22,12,1,46
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,Studio Saizensen,0,0,0.03,0,0.03,74,7.7,23
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,Freedom Factory Studios,0.06,0.01,0,0.02,0.09,13,4.9,15
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,Farsight Studios,0.03,0,0,0,0.03,6,7.1,7
Young Justice: Legacy,X360,2013,Action,Namco Bandai Games,Freedom Factory Studios,0,0.01,0,0,0.01,2,6.2,10
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,Arc System Works,0.02,0,0.01,0.01,0.04,3,7.1,14
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,Arc System Works,0.01,0,0.01,0,0.03,43,7.4,24
X Rebirth,PC,2013,Simulation,Koch Media,Egosoft,0,0.08,0,0,0.08,33,3.3,1340
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,Yuke's,0.49,0.46,0,0.19,1.14,74,7.5,121
WWE 2K14,X360,2013,Sports,Take-Two Interactive,Yuke's,0.64,0.37,0,0.1,1.11,75,7.7,100
Wii Party U,WiiU,2013,Misc,Nintendo,Nd Cube,0.3,0.56,0.84,0.05,1.75,65,6.8,135
Wii Fit U,WiiU,2013,Sports,Nintendo,Nintendo,0.35,0.23,0.21,0.05,0.85,72,7.7,72
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,K2,0.04,0.01,0.12,0.01,0.18,48,6.8,56
Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,Torus Games,0,0.03,0,0,0.03,11,2,9
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,Monkey Bar Games,0,0.02,0,0,0.02,10,3.9,8
Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,Torus Games,0,0.01,0,0,0.02,14,5.2,5
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,Monkey Bar Games,0,0.01,0,0,0.02,38,2,50
Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,Torus Games,0,0.01,0,0,0.02,13,2,46
Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,Monkey Bar Games,0,0.01,0,0,0.01,7,4.5,10
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,Omega Force,0.04,0.04,0.25,0.02,0.35,71,8,136
Total War: Rome II,PC,2013,Strategy,Sega,Creative Assembly,0.12,0.53,0,0.07,0.72,76,4.2,3742
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,Ubisoft Toronto,0.57,0.32,0.01,0.08,0.98,82,7.5,383
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,Ubisoft Toronto,0.34,0.39,0.06,0.15,0.94,84,7.7,314
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,Ubisoft Toronto,0.04,0.13,0,0.01,0.19,82,7.4,754
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,Ubisoft Toronto,0.04,0.07,0,0.01,0.12,75,7.8,148
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,EA Tiburon,0.16,0.14,0,0.07,0.37,74,3.8,26
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,EA Tiburon,0.21,0.12,0,0.03,0.35,77,6.2,26
The Wonderful 101,WiiU,2013,Action,Nintendo,PlatinumGames,0.19,0.1,0.08,0.03,0.4,78,8.5,495
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53,7.5,80
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,Terminal Reality,0.46,0.11,0,0.05,0.63,32,4,410
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,Terminal Reality,0.28,0.15,0,0.08,0.51,34,3.6,196
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,Terminal Reality,0.08,0.03,0,0.01,0.11,13,4.6,49
The Smurfs 2,DS,2013,Platform,Ubisoft,WayForward,0,0.17,0,0.01,0.18,4,1,33
The Smurfs 2,X360,2013,Platform,Ubisoft,WayForward,0.03,0.08,0,0.01,0.12,4,5.4,14
The Smurfs 2,WiiU,2013,Platform,Ubisoft,WayForward,0.04,0.03,0,0.01,0.09,42,5.6,21
The Smurfs 2,PS3,2013,Platform,Ubisoft,WayForward,0.02,0.06,0,0.02,0.09,9,5,7
The Smurfs 2,Wii,2013,Platform,Ubisoft,WayForward,0,0.09,0,0.01,0.09,11,2,3
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,0,0.03,0,0,0.03,75,7.5,82
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,Nintendo,1.4,1.01,0.46,0.23,3.1,91,8.9,1057
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,Falcom,0.05,0.02,0.14,0.02,0.23,77,7.5,132
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,Falcom,0.05,0.02,0.12,0.01,0.2,86,7.7,128
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,Naughty Dog,2.41,2.18,0.28,0.99,5.87,95,9.1,8003
The Inner World,PC,2013,Adventure,Headup Games,Headup Games,0,0.03,0,0,0.03,72,8.1,48
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0,0,0.06,0,0.07,74,7.8,66
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,2K Marin,0.08,0.13,0,0.04,0.25,69,6.7,79
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,2K Marin,0.1,0.1,0,0.02,0.21,68,6.7,118
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,2K Marin,0,0.05,0,0,0.05,66,6.5,621
Terraria,X360,2013,Action,505 Games,Engine Software,0.35,0.27,0,0.06,0.67,81,7.2,139
Terraria,PS3,2013,Action,505 Games,Engine Software,0.07,0.2,0.09,0.05,0.41,81,7.9,70
Terraria,PSV,2013,Action,Screenlife,Engine Software,0,0.01,0.09,0,0.1,85,7.8,112
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,Aqua Plus,0.07,0.01,0.06,0.02,0.15,65,8.7,41
Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,Media Molecule,0.14,0.34,0,0.14,0.61,87,8.9,391
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,5,7.2,6
Super Mario 3D World,WiiU,2013,Platform,Nintendo,Nintendo,2.11,1.16,0.73,0.32,4.32,93,9,1607
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,Felistella,0,0,0.15,0,0.15,74,8.3,6
Steins;Gate,PSV,2013,Adventure,PQube,5pb,0.04,0.04,0,0.02,0.1,83,9.2,87
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,Blizzard Entertainment,0.83,0.66,0,0.18,1.67,86,7.9,1346
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,Behaviour Interactive,0,0.06,0,0,0.06,2,2,9
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,Behaviour Interactive,0,0.05,0,0,0.05,1,6.2,18
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,Behaviour Interactive,0.04,0,0,0,0.05,10,6.1,13
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept",0.15,0.08,0.22,0.06,0.51,77,8.2,298
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,Zerodiv,0,0,0.03,0,0.03,65,7.3,44
Sonic Lost World,3DS,2013,Platform,Sega,Dimps Corporation,0.24,0.14,0.07,0.03,0.49,59,6.5,144
Sonic Lost World,WiiU,2013,Platform,Sega,Sonic Team,0.23,0.12,0.01,0.03,0.39,63,7.3,461
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,City Interactive,0.05,0.18,0.03,0.07,0.33,52,6,82
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,City Interactive,0.06,0.12,0,0.02,0.2,52,5.7,110
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,City Interactive,0.02,0.05,0,0.01,0.08,52,5.8,320
Sniper Elite V2,WiiU,2013,Shooter,505 Games,Rebellion,0,0.02,0,0,0.02,58,5.8,30
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,Sanzaru Games,0.35,0.12,0,0.08,0.54,75,8.3,343
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,Sanzaru Games,0.13,0.06,0,0.06,0.25,75,8.2,148
Skylanders SWAP Force,Wii,2013,Platform,Activision,Beenox,1.21,0.75,0,0.19,2.15,7,6.6,5
Skylanders SWAP Force,X360,2013,Platform,Activision,Vicarious Visions,0.86,0.34,0,0.12,1.32,83,5.7,45
Skylanders SWAP Force,PS3,2013,Platform,Activision,Vicarious Visions,0.43,0.42,0,0.17,1.02,83,5.3,33
Skylanders SWAP Force,WiiU,2013,Platform,Activision,Vicarious Visions,0.38,0.15,0,0.05,0.58,89,6,96
Skylanders SWAP Force,PS4,2013,Platform,Activision,Vicarious Visions,0.2,0.12,0,0.06,0.39,79,5.2,45
Skylanders SWAP Force,XOne,2013,Platform,Activision,Vicarious Visions,0.22,0.06,0,0.03,0.32,3,5.5,43
Skylanders SWAP Force,3DS,2013,Platform,Activision,n-Space,0.1,0.12,0,0.02,0.24,68,6.4,13
SimCity (2013),PC,2013,Simulation,Electronic Arts,Maxis,0.48,0.77,0,0.17,1.42,64,2.2,4572
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,Atlus,0.28,0,0.27,0.03,0.58,83,8.3,251
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,0.09,0,0,0.01,0.1,71,6.3,39
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,0.09,0,0,0.01,0.1,68,6.2,20
Saints Row IV,X360,2013,Action,Deep Silver,Volition Inc.,1.01,0.5,0.01,0.13,1.66,81,6.5,325
Saints Row IV,PS3,2013,Action,Deep Silver,Volition Inc.,0.56,0.41,0.09,0.19,1.25,76,6.3,278
Saints Row IV,PC,2013,Action,Deep Silver,Volition Inc.,0.11,0.06,0,0.02,0.19,86,7.4,1543
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,Dimps Corporation,0,0.01,0.06,0,0.07,55,7.4,45
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,Crytek,0.83,0.43,0,0.13,1.38,60,6.1,1409
Ride to Hell,X360,2013,Racing,Deep Silver,"Eutechnyx, Deep Silver",0.04,0.01,0,0.01,0.06,19,1.3,433
Ride to Hell,PS3,2013,Racing,Deep Silver,"Eutechnyx, Deep Silver",0.02,0.01,0,0.01,0.04,13,1,218
Resident Evil: Revelations,PS3,2013,Action,Capcom,Capcom,0.14,0.29,0.22,0.09,0.74,74,7.2,204
Resident Evil: Revelations,X360,2013,Action,Capcom,Capcom,0.12,0.1,0.02,0.02,0.26,75,7.4,170
Resident Evil: Revelations,WiiU,2013,Action,Capcom,Capcom,0.07,0.07,0.03,0.01,0.19,80,7.5,146
Resident Evil: Revelations,PC,2013,Action,Capcom,Capcom,0,0.04,0,0,0.04,77,7,342
Remember Me,PS3,2013,Action,Capcom,DONTNOD Entertainment,0.1,0.17,0,0.06,0.32,72,7.4,424
Remember Me,X360,2013,Action,Capcom,DONTNOD Entertainment,0.1,0.06,0,0.02,0.18,70,7.5,267
Remember Me,PC,2013,Action,Capcom,DONTNOD Entertainment,0,0.05,0,0,0.06,65,7.4,1007
Rayman Legends,WiiU,2013,Platform,Ubisoft,Ubisoft Montpellier,0.25,0.33,0.03,0.05,0.66,92,8.7,465
Rayman Legends,PS3,2013,Platform,Ubisoft,Ubisoft Montpellier,0.14,0.34,0,0.1,0.58,91,8.7,310
Rayman Legends,X360,2013,Platform,Ubisoft,Ubisoft Montpellier,0.19,0.2,0,0.04,0.43,90,8.2,217
Putty Squad,PS4,2013,Platform,System 3,System 3,0.06,0.07,0,0.03,0.16,38,2.9,52
Putty Squad,PSV,2013,Platform,System 3,System 3,0.01,0.01,0,0.01,0.03,4,8.2,6
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,SCE Japan Studio,0.11,0.08,0.02,0.04,0.26,80,8.5,236
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,Level 5,0,0.48,0.25,0.03,0.75,81,7.9,86
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,Konami,0.03,0.41,0.51,0,0.95,78,4.1,303
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,Konami,0.07,0.15,0,0.02,0.24,80,4.3,113
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,Konami,0,0.1,0,0.01,0.1,74,4.4,239
Pikmin 3,WiiU,2013,Strategy,Nintendo,Nintendo,0.44,0.32,0.29,0.07,1.11,87,8.7,664
Payday 2,X360,2013,Shooter,505 Games,Overkill Software,0.33,0.19,0,0.05,0.57,75,6.3,203
Payday 2,PS3,2013,Shooter,505 Games,Overkill Software,0.22,0.14,0,0.08,0.43,74,6.2,181
Payday 2,PC,2013,Shooter,505 Games,Overkill Software,0.04,0,0,0.01,0.05,79,3.4,3558
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,Inti Creates,0.05,0.04,0,0.01,0.09,11,1,23
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,"Namco Bandai Games, Monkey Bar Games",0.04,0.03,0,0.01,0.08,49,5.1,13
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,"Namco Bandai Games, Monkey Bar Games",0.03,0.03,0,0.01,0.08,51,3.1,7
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,"Namco Bandai Games, Monkey Bar Games",0.03,0.01,0,0,0.05,58,6.5,16
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,Ganbarion,0.05,0.04,0.28,0.01,0.39,75,7.6,26
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,Omega Force,0,0.19,0.42,0.05,0.66,71,7.8,61
NHL 14,X360,2013,Sports,Electronic Arts,Electronic Arts,0.4,0.09,0,0.05,0.54,81,5.9,92
NHL 14,PS3,2013,Sports,Electronic Arts,Electronic Arts,0.28,0.17,0,0.09,0.54,80,6,79
New Super Luigi U,WiiU,2013,Platform,Nintendo,Nintendo,1.25,0.62,0.18,0.18,2.24,77,7.9,288
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,Ghost Games,0.73,0.92,0.03,0.3,1.98,80,6.2,667
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,Ghost Games,0.33,0.69,0.05,0.19,1.27,80,4.9,123
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,Ghost Games,0.37,0.35,0.01,0.07,0.79,76,5.4,107
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,Ghost Games,0.46,0.17,0,0.07,0.69,75,5.8,175
